iter	Logloss
156	0.6071241145
157	0.6070247103
158	0.6059697209
159	0.6053375575
160	0.6045393585
161	0.604164307
162	0.6041410557
163	0.6041399471
164	0.6038447936
165	0.6035250923
166	0.6032972871
167	0.6023978636
168	0.6017180386
169	0.6014981258
170	0.6007518062
171	0.5996097765
172	0.5995915557
173	0.5993751622
174	0.5993063341
175	0.5992049567
176	0.599009362
177	0.5989666166
178	0.5981530339
179	0.5980257597
180	0.5975645395
181	0.5972762408
182	0.5963585433
183	0.5952348819
184	0.5950229846
185	0.5946010493
186	0.5944500678
187	0.5938791439
188	0.5937362232
189	0.5935693171
190	0.5932372289
191	0.5931418701
192	0.5930749235
193	0.592950284
194	0.5923546832
195	0.5916626407
196	0.5915138703
197	0.5907503911
198	0.5896107647
199	0.5888975529
200	0.5879811545
201	0.5878813243
202	0.5869155751
203	0.5861057431
204	0.5852652542
205	0.5845741154
206	0.5838571681
207	0.5831250572
208	0.5826045397
209	0.5826000671
210	0.5818758081
211	0.5809588421
212	0.5809174762
213	0.5802672397
214	0.5802084903
215	0.57970202
216	0.5794594007
217	0.5789955663
218	0.5786772843
219	0.5776110756
220	0.5765916534
221	0.57646612
222	0.5753957737
223	0.5743855409
224	0.5734252644
225	0.5732812091
226	0.5718475369
227	0.571794482
228	0.5713196822
229	0.5710798561
230	0.5699981475
231	0.5693727992
232	0.5685494935
233	0.5676292857
234	0.5674787374
235	0.5666529093
236	0.5654586802
237	0.5642840615
238	0.563823031
239	0.563703375
240	0.5627799238
241	0.5618097591
242	0.5607924264
243	0.5605253156
244	0.5605206746
245	0.5600161528
246	0.5595337827
247	0.5590359766
248	0.5583307665
249	0.557999321
250	0.5567895368
251	0.5559797867
252	0.5557147709
253	0.5549847238
254	0.5544676231
255	0.5533812543
256	0.5522637609
257	0.5518932305
258	0.5509639484
259	0.5501905942
260	0.5499806292
261	0.5494245936
262	0.5484268491
263	0.5479761651
264	0.5476788389
265	0.5464954669
266	0.5456568051
267	0.5446770964
268	0.5443924633
269	0.5441296871
270	0.5430600763
271	0.5422397326
272	0.5413926811
273	0.5408608506
274	0.5399511366
275	0.5391731557
276	0.5386498658
277	0.5383345333
278	0.5377033659
279	0.5368550565
280	0.5361826687
281	0.5351513632
282	0.5347780239
283	0.5336869785
284	0.5333496361
285	0.532275146
286	0.5314901132
287	0.5312534013
288	0.5305039075
289	0.5295643469
290	0.5284486667
291	0.5272401643
292	0.5269102853
293	0.5259797539
294	0.5256985644
295	0.5245487507
296	0.5233776254
297	0.5221341849
298	0.5213023149
299	0.5204370614
300	0.5200466602
301	0.5192201528
302	0.518692095
303	0.5172941403
304	0.5169773994
305	0.5156901021
306	0.5150605765
307	0.5144538752
308	0.5142319447
309	0.5138154971
310	0.5134452815
311	0.5126280325
312	0.5117685479
313	0.5114532578
314	0.5109992345
315	0.5101435414
316	0.5090187919
317	0.5085246402
318	0.5074721276
319	0.5067265001
320	0.5057383562
321	0.5047890457
322	0.5039150493
323	0.5031488939
324	0.5025248117
325	0.5015872441
326	0.5013175656
327	0.5005115867
328	0.4998766336
329	0.4997809788
330	0.4982346034
331	0.4978994849
332	0.4972563146
333	0.4971270906
334	0.4968366256
335	0.4964550408
336	0.4958542959
337	0.4953166481
338	0.4944401962
339	0.4933963842
340	0.4931474451
341	0.4926484193
342	0.4922267799
343	0.4919028325
344	0.4909779335
345	0.4902261558
346	0.4897471003
347	0.4884207695
348	0.488325659
349	0.4874423108
350	0.4864704379
351	0.4861795344
352	0.4853855298
353	0.4848865406
354	0.4844172976
355	0.483201559
356	0.4828016604
357	0.4816243164
358	0.4809910832
359	0.480372158
360	0.4797768983
361	0.4793461324
362	0.4789524175
363	0.4785805517
364	0.4778791989
365	0.4770389721
366	0.476538857
367	0.4758946432
368	0.4750403857
369	0.474675395
370	0.473753266
371	0.4732495092
372	0.4728951574
373	0.472820381
374	0.4723270593
375	0.4713585678
376	0.4709754155
377	0.4703304951
378	0.4695979819
379	0.4691961787
380	0.4685566706
381	0.4681441666
382	0.4679300693
383	0.4675421091
384	0.4664311023
385	0.4660022978
386	0.4655186796
387	0.4649501564
388	0.4641319749
389	0.4632894618
390	0.4625243892
391	0.4619789049
392	0.4618109223
393	0.4613442072
394	0.4608986598
395	0.4602376138
396	0.4594148529
397	0.4590921041
398	0.4585872484
399	0.4582784552
400	0.4576212148
401	0.4569129383
402	0.4567253681
403	0.455937245
404	0.4555430764
405	0.455328035
406	0.4539213939
407	0.4536406899
408	0.4534333819
409	0.4529833
410	0.4525328596
411	0.4521021913
412	0.4519829962
413	0.4511737452
414	0.4504465738
415	0.4498813922
416	0.4498307689
417	0.4495183024
418	0.4493188655
419	0.4488932163
420	0.4487540648
421	0.4484666702
422	0.4481503043
423	0.4475293537
424	0.4470575237
425	0.4465095124
426	0.4460105325
427	0.445722135
428	0.4456447106
429	0.4451678191
430	0.4446716996
431	0.4436782379
432	0.4434274813
433	0.4427782216
434	0.442299289
435	0.4414522196
436	0.440731748
437	0.4397458446
438	0.4392229117
439	0.4387118038
440	0.4382406642
441	0.4373616629
442	0.4367114791
443	0.4362378053
444	0.4357164636
445	0.4353856062
446	0.4352323091
447	0.4347942617
448	0.4343963083
449	0.4337937157
450	0.4335363658
451	0.4327227938
452	0.432251002
453	0.4317496582
454	0.4307254347
455	0.4303890472
456	0.4300635415
457	0.4292435057
458	0.4290354639
459	0.42855917
460	0.428122244
461	0.4273699332
462	0.4269643277
463	0.4266371495
464	0.4261360191
465	0.4252280547
466	0.4249242947
467	0.4247052666
468	0.4241820625
469	0.4237779556
470	0.4234523785
471	0.4226723804
472	0.4221503898
473	0.4220121433
474	0.4216467709
475	0.4215604371
476	0.4205301042
477	0.4200729191
478	0.4195002212
479	0.4191223237
480	0.4190706744
481	0.4186360868
482	0.4183745254
483	0.4178572024
484	0.417775691
485	0.4174978037
486	0.4172938701
487	0.4167431358
488	0.4161504682
489	0.4155352946
490	0.4150569154
491	0.4144682401
492	0.4137725582
493	0.4133186878
494	0.4127935981
495	0.4124278197
496	0.4122952853
497	0.4117402433
498	0.4111974629
499	0.4102768581
500	0.410060582
501	0.4095368358
502	0.4093869575
503	0.4092895967
504	0.4088301619
505	0.4086445432
506	0.4081128834
507	0.408089815
508	0.4076390712
509	0.4073974791
510	0.4070701263
511	0.4069200954
512	0.4067996441
513	0.4063446483
514	0.4060587577
515	0.4058520852
516	0.4054900209
517	0.405230202
518	0.404923833
519	0.4046274153
520	0.4044976696
521	0.403994131
522	0.4034014631
523	0.402696342
524	0.4016502931
525	0.4010359444
526	0.4009413664
527	0.4005962743
528	0.4002589644
529	0.3997706991
530	0.3991891766
531	0.3988941631
532	0.3979702794
533	0.3977074731
534	0.3969844313
535	0.3967384592
536	0.3966505328
537	0.3963206718
538	0.3962000404
539	0.3956353749
540	0.3954343
541	0.3947954409
542	0.3945391043
543	0.3941034606
544	0.3939024323
545	0.3934846534
546	0.3932367029
547	0.3927196513
548	0.3923232021
549	0.3922604929
550	0.3917305778
551	0.3910785813
552	0.3910145328
553	0.3909628231
554	0.3908794268
555	0.390366605
556	0.3896316298
557	0.3891293176
558	0.3886524933
559	0.3881696551
560	0.3877446688
561	0.3868626081
562	0.3856248564
563	0.3855727026
564	0.385181601
565	0.3847648627
566	0.3843676114
567	0.3840068373
568	0.3836596998
569	0.3834514699
570	0.3832901036
571	0.383014354
572	0.3826402695
573	0.3825975365
574	0.3822509662
575	0.3820524795
576	0.3815092573
577	0.381183114
578	0.3811080941
579	0.3810377433
580	0.3805583005
581	0.3804800036
582	0.3802194276
583	0.3792208601
584	0.3784205559
585	0.378104899
586	0.3774677676
587	0.3771275565
588	0.3764551605
589	0.3759462539
590	0.3754967774
591	0.3750101543
592	0.374776026
593	0.3745392195
594	0.3740561119
595	0.3739552937
596	0.3734183161
597	0.3730908272
598	0.3723383516
599	0.3720335534
600	0.3719625233
601	0.3715592981
602	0.3712043822
603	0.3707519947
604	0.3701831475
605	0.369472716
606	0.3691975359
607	0.3685446763
608	0.3679920493
609	0.3674832939
610	0.3671951708
611	0.3669413742
612	0.3663319215
613	0.3661561102
614	0.3659774405
615	0.3655780262
616	0.3653735352
617	0.3653333328
618	0.3649320794
619	0.3646249896
620	0.3644222936
621	0.3638747488
622	0.3636911565
623	0.3633222175
624	0.3632682986
625	0.3626601954
626	0.3623188088
627	0.3619499299
628	0.3617589243
629	0.3614015
630	0.3611986269
631	0.360982163
632	0.3601356641
633	0.3598660839
634	0.3595081427
635	0.3588049615
636	0.358423616
637	0.3581951671
638	0.3580353419
639	0.3579302805
640	0.3574193581
641	0.3571502239
642	0.3567500391
643	0.3564793393
644	0.3561481457
645	0.3559767215
646	0.3557458695
647	0.3555070078
648	0.355364403
649	0.3545071462
650	0.3542157295
651	0.3540626788
652	0.3540428781
653	0.353535135
654	0.3534229333
655	0.3531297016
656	0.3529777678
657	0.35211602
658	0.3519921149
659	0.3517215875
660	0.3509715839
661	0.3506999994
662	0.3503648957
663	0.3496758313
664	0.3495746231
665	0.3490525634
666	0.3487736179
667	0.3484860406
668	0.3483457137
669	0.3481454462
670	0.3478504398
671	0.3475007324
672	0.3466468591
673	0.3463072432
674	0.3455572391
675	0.3454867889
676	0.3452116726
677	0.3450161203
678	0.344842871
679	0.344814722
680	0.3445200906
681	0.3439494888
682	0.3439233414
683	0.3435545977
684	0.3431766394
685	0.34294087
686	0.3429172171
687	0.3425615618
688	0.3422150649
689	0.3417976423
690	0.3414251612
691	0.3411077302
692	0.3406786974
693	0.3405052581
694	0.3399094689
695	0.3396881492
696	0.3390667993
697	0.3385020294
698	0.3382461384
699	0.338158955
700	0.337277663
701	0.3367125242
702	0.3364287478
703	0.336382398
704	0.3361733656
705	0.3361625818
706	0.3360942269
707	0.3357471381
708	0.3357297125
709	0.3353428779
710	0.3349482421
711	0.3349356803
712	0.3347925904
713	0.3345937768
714	0.3343422303
715	0.3341030184
716	0.334072505
717	0.3338099316
718	0.3335197832
719	0.333481865
720	0.3332023245
721	0.3328047364
722	0.3324157392
723	0.3316220501
724	0.3314272171
725	0.3310947413
726	0.3308618679
727	0.330577941
728	0.3300829674
729	0.329669303
730	0.3286598247
731	0.3286153961
732	0.3285783129
733	0.3281025315
734	0.3278521512
735	0.3274363703
736	0.3269746768
737	0.3265599705
738	0.3263287727
739	0.3260378617
740	0.3254172157
741	0.3247168078
742	0.3243511113
743	0.3240940482
744	0.3238923631
745	0.3234720445
746	0.3231258538
747	0.3227813034
748	0.3225264959
749	0.3216082705
750	0.3209386091
751	0.3204433841
752	0.3200273015
753	0.3196922888
754	0.3194106747
755	0.3191395479
756	0.3191296849
757	0.3186210663
758	0.3185606221
759	0.3184728979
760	0.3182802665
761	0.3182533164
762	0.3175946713
763	0.3170694414
764	0.3166874717
765	0.3165697642
766	0.3165379409
767	0.3164644524
768	0.3163864473
769	0.316357822
770	0.3162145721
771	0.3160562503
772	0.3155818493
773	0.3155075195
774	0.3152566069
775	0.3152183746
776	0.3150645576
777	0.314572606
778	0.3139776096
779	0.3139306775
780	0.313635595
781	0.3133804807
782	0.3133133238
783	0.3130363656
784	0.3126431727
785	0.3124504234
786	0.3120937282
787	0.3119121899
788	0.3117402682
789	0.3114884041
790	0.3113642153
791	0.311084113
792	0.3109112781
793	0.3108321925
794	0.3106308686
795	0.310547691
796	0.3101878056
797	0.3098238896
798	0.3095281219
799	0.3091567079
800	0.3089864846
801	0.3088253976
802	0.3087710179
803	0.3084639775
804	0.3084387824
805	0.3083174312
806	0.3082549184
807	0.3082383596
808	0.3082125426
809	0.3079105448
810	0.3075128783
811	0.3074179444
812	0.307403047
813	0.3071614543
814	0.3068923026
815	0.3068512932
816	0.3066591712
817	0.3064514332
818	0.3063135803
819	0.305815418
820	0.30567347
821	0.3055260612
822	0.3054662126
823	0.3051847529
824	0.3050616677
825	0.3046467487
826	0.304337652
827	0.3042766213
828	0.3036853084
829	0.30346836
830	0.3034329865
831	0.3031391988
832	0.3030907138
833	0.3028909774
834	0.3023604847
835	0.3022279651
836	0.3019620576
837	0.3017608474
838	0.3012497198
839	0.300990601
840	0.3009434509
841	0.3007863756
842	0.3005373697
843	0.3002273194
844	0.2993501863
845	0.2990243097
846	0.2985095294
847	0.2984201081
848	0.2980940517
849	0.2976355687
850	0.2973661826
851	0.2971407604
852	0.2969950651
853	0.2964058003
854	0.2959888487
855	0.2957503531
856	0.2956360473
857	0.2954301153
858	0.2953048571
859	0.2949798482
860	0.2949552474
861	0.2946525553
862	0.2945796925
863	0.294367307
864	0.2937614315
865	0.2935941538
866	0.2932917545
867	0.2931562996
868	0.2930573558
869	0.2929738575
870	0.292651104
871	0.2925318604
872	0.2922829305
873	0.2920283885
874	0.2919787789
875	0.2916788578
876	0.2916434592
877	0.2911764775
878	0.2909923781
879	0.2906292037
880	0.2903238628
881	0.2902381412
882	0.2901493145
883	0.2895397642
884	0.2894877025
885	0.289163926
886	0.2891174061
887	0.2884973378
888	0.2884452572
889	0.2881702395
890	0.2878051537
891	0.2875906581
892	0.2874266439
893	0.2872862851
894	0.2869914705
895	0.2866816229
896	0.28644431
897	0.2863179419
898	0.2862905635
899	0.2860886909
900	0.2856089321
901	0.2855356377
902	0.2853829848
903	0.2850711943
904	0.28482659
905	0.2846291041
906	0.2845007036
907	0.2843741745
908	0.2843252145
909	0.284176225
910	0.2839003543
911	0.2836883676
912	0.2836463818
913	0.283472825
914	0.2832531292
915	0.2830466255
916	0.2829737094
917	0.2824213474
918	0.2822495105
919	0.2821788633
920	0.2817123628
921	0.2815121671
922	0.2812572886
923	0.2812136782
924	0.2810787792
925	0.2810690055
926	0.2806051524
927	0.2800957399
928	0.2800495424
929	0.2799139798
930	0.2796819333
931	0.2796612382
932	0.2791560698
933	0.2790590567
934	0.278853687
935	0.2787185816
936	0.2787011499
937	0.278544727
938	0.2783147592
939	0.278054092
940	0.2776972482
941	0.2775414739
942	0.2773477776
943	0.2770493759
944	0.2767532749
945	0.2765288348
946	0.2761944978
947	0.2760911392
948	0.2758507217
949	0.2757466255
950	0.2756238842
951	0.2755679717
952	0.2750370213
953	0.2747504347
954	0.2745602578
955	0.2743516714
956	0.2743294002
957	0.274098584
958	0.273981099
959	0.2737992441
960	0.2736454982
961	0.2733962161
962	0.2731540814
963	0.2730504317
964	0.2729964697
965	0.2727403274
966	0.2726108498
967	0.2723808254
968	0.2723164599
969	0.2720975419
970	0.2719054148
971	0.2718904058
972	0.2718319231
973	0.2716113413
974	0.2715133668
975	0.2709182989
976	0.270407018
977	0.2703656517
978	0.2701590245
979	0.2701219786
980	0.2696273431
981	0.2693660211
982	0.2691593023
983	0.2689376733
984	0.2686957279
985	0.2685543832
986	0.2680853335
987	0.2679564509
988	0.2677380689
989	0.2675943987
990	0.2675274956
991	0.2672273468
992	0.2670378353
993	0.2669315356
994	0.2667725707
995	0.2663788782
996	0.2661696617
997	0.2659622601
998	0.2656061329
999	0.2654134034
